flightId,flightNo,departureAirport,departureTime,arrivalAirport,arrivalTime,flyDur,historicalFlyDur,aircraftNo,aircraftType,isInternational,fixedSucessor
1,ZH9361,NNG,2017-11-01 07:40:00,CKG,2017-11-01 09:45:00,01:42:00,01:42:00,B5378,738,FALSE,NULL
2,ZH9361,CKG,2017-11-01 10:45:00,CTU,2017-11-01 11:30:00,00:45:00,00:45:00,B5378,738,FALSE,NULL
4,ZH9709,WUH,2017-11-01 13:20:00,NNG,2017-11-01 15:20:00,02:22:00,02:22:00,B5617,738,FALSE,NULL
5,ZH9709,SHE,2017-11-01 09:10:00,WUH,2017-11-01 12:15:00,03:18:00,03:18:00,B5617,738,FALSE,NULL
6,ZH9710,NNG,2017-11-01 16:10:00,WUH,2017-11-01 18:05:00,01:55:00,01:55:00,B5617,738,FALSE,NULL
14,ZH9723,WNZ,2017-11-01 14:05:00,SYX,2017-11-01 17:00:00,02:55:00,02:55:00,B1519,738,FALSE,NULL
15,ZH9723,SHE,2017-11-01 10:05:00,WNZ,2017-11-01 13:10:00,03:05:00,03:05:00,B1519,738,FALSE,NULL
16,ZH9724,SYX,2017-11-01 17:55:00,WNZ,2017-11-01 20:20:00,02:25:00,02:25:00,B1519,738,FALSE,NULL
17,ZH9724,WNZ,2017-11-01 21:10:00,SHE,2017-11-01 23:50:00,02:40:00,02:40:00,B1519,738,FALSE,NULL
20,ZH9225,XIY,2017-11-01 12:50:00,INC,2017-11-01 14:10:00,01:19:00,01:19:00,B5317,738,FALSE,NULL
21,ZH9226,INC,2017-11-01 15:00:00,XIY,2017-11-01 16:25:00,01:18:00,01:18:00,B5317,738,FALSE,NULL
22,ZH9226,XIY,2017-11-01 17:30:00,CAN,2017-11-01 20:15:00,02:45:00,02:45:00,B5317,738,FALSE,NULL
25,ZH9239,SZX,2017-11-01 15:40:00,ZGC,2017-11-01 19:10:00,03:30:00,03:30:00,B5363,738,FALSE,NULL
26,ZH9239,ZGC,2017-11-01 20:00:00,URC,2017-11-01 22:50:00,02:50:00,02:50:00,B5363,738,FALSE,NULL
27,ZH9240,ZGC,2017-11-01 13:50:00,SZX,2017-11-01 17:00:00,03:10:00,03:10:00,B5381,738,FALSE,NULL
28,ZH9240,URC,2017-11-01 10:10:00,ZGC,2017-11-01 12:50:00,02:40:00,02:40:00,B5381,738,FALSE,NULL
29,ZH9241,NTG,2017-11-01 19:05:00,NNG,2017-11-01 21:55:00,02:50:00,02:50:00,B5357,738,FALSE,NULL
43,ZH9509,SZX,2017-11-01 12:50:00,KHN,2017-11-01 14:30:00,01:34:00,01:34:00,B5772,738,FALSE,NULL
44,ZH9509,KHN,2017-11-01 15:20:00,PVG,2017-11-01 17:00:00,01:34:00,01:34:00,B5772,738,FALSE,NULL
45,ZH9510,KHN,2017-11-01 20:45:00,SZX,2017-11-01 22:35:00,01:48:00,01:48:00,B5772,738,FALSE,NULL
46,ZH9510,PVG,2017-11-01 18:05:00,KHN,2017-11-01 20:00:00,01:44:00,01:44:00,B5772,738,FALSE,NULL
57,ZH9997,CAN,2017-11-01 18:55:00,JDZ,2017-11-01 20:45:00,01:50:00,01:50:00,B5616,738,FALSE,NULL
58,ZH9998,JDZ,2017-11-01 22:20:00,CAN,2017-11-02 00:20:00,02:00:00,02:00:00,B5616,738,FALSE,NULL
59,ZH9427,SZX,2017-11-01 16:40:00,CKG,2017-11-01 19:10:00,02:26:00,02:26:00,B5607,738,FALSE,NULL
60,ZH9428,CKG,2017-11-01 08:50:00,SZX,2017-11-01 10:55:00,02:07:00,02:07:00,B1710,738,FALSE,NULL
61,ZH9429,SZX,2017-11-01 17:25:00,CKG,2017-11-01 19:40:00,02:26:00,02:26:00,B1476,738,FALSE,NULL
62,ZH9430,CKG,2017-11-01 21:10:00,SZX,2017-11-01 23:20:00,02:07:00,02:07:00,B5607,738,FALSE,NULL
63,ZH9431,SZX,2017-11-01 20:25:00,CKG,2017-11-01 22:45:00,02:26:00,02:26:00,B5608,738,FALSE,NULL
64,ZH9432,CKG,2017-11-01 07:45:00,SZX,2017-11-01 09:45:00,02:07:00,02:07:00,B5859,738,FALSE,NULL
74,ZH9971,CAN,2017-11-01 08:25:00,TNA,2017-11-01 11:05:00,02:53:00,02:53:00,B5616,738,FALSE,NULL
75,ZH9972,TNA,2017-11-01 12:00:00,CAN,2017-11-01 14:45:00,03:03:00,03:03:00,B5616,738,FALSE,NULL
76,ZH9975,CAN,2017-11-01 15:20:00,TNA,2017-11-01 18:10:00,02:53:00,02:53:00,B1518,738,FALSE,NULL
77,ZH9976,TNA,2017-11-01 19:10:00,CAN,2017-11-01 22:05:00,03:03:00,03:03:00,B1518,738,FALSE,NULL
84,ZH9989,CAN,2017-11-01 21:00:00,HFE,2017-11-01 23:05:00,02:09:00,02:09:00,B1713,738,FALSE,NULL
85,ZH9990,HFE,2017-11-01 06:40:00,CAN,2017-11-01 08:55:00,02:26:00,02:26:00,B1973,738,FALSE,NULL
86,ZH9991,CAN,2017-11-01 07:55:00,KHN,2017-11-01 09:30:00,01:32:00,01:32:00,B5670,738,FALSE,NULL
87,ZH9991,KHN,2017-11-01 10:30:00,TAO,2017-11-01 12:30:00,02:00:00,02:00:00,B5670,738,FALSE,NULL
88,ZH9992,KHN,2017-11-01 17:30:00,CAN,2017-11-01 19:10:00,01:43:00,01:43:00,B5670,738,FALSE,NULL
89,ZH9992,TAO,2017-11-01 14:00:00,KHN,2017-11-01 16:10:00,02:10:00,02:10:00,B5670,738,FALSE,NULL
97,ZH9459,CAN,2017-11-01 21:10:00,CKG,2017-11-01 23:30:00,02:20:00,02:20:00,B5613,738,FALSE,NULL
98,ZH9460,CKG,2017-11-01 08:00:00,CAN,2017-11-01 10:00:00,02:00:00,02:00:00,B1939,738,FALSE,NULL
99,ZH9461,CKG,2017-11-01 07:30:00,NKG,2017-11-01 09:30:00,02:01:00,02:01:00,B5402,738,FALSE,NULL
100,ZH9462,NKG,2017-11-01 10:55:00,CKG,2017-11-01 13:30:00,02:34:00,02:34:00,B5402,738,FALSE,NULL
101,ZH9463,CKG,2017-11-01 14:35:00,NKG,2017-11-01 17:00:00,02:01:00,02:01:00,B5402,738,FALSE,NULL
102,ZH9464,NKG,2017-11-01 18:10:00,CKG,2017-11-01 20:35:00,02:34:00,02:34:00,B5402,738,FALSE,NULL
106,ZH9966,NTG,2017-11-01 10:30:00,CAN,2017-11-01 13:15:00,02:42:00,02:42:00,B5400,738,FALSE,NULL
111,ZH9279,XIY,2017-11-01 19:15:00,NNG,2017-11-01 21:45:00,02:30:00,02:30:00,B5378,738,FALSE,NULL
112,ZH9280,NNG,2017-11-01 15:30:00,XIY,2017-11-01 18:00:00,02:30:00,02:30:00,B5378,738,FALSE,NULL
127,ZH9301,SZX,2017-11-01 08:45:00,CGO,2017-11-01 11:25:00,02:26:00,02:26:00,B5413,738,FALSE,NULL
128,ZH9302,CGO,2017-11-01 12:25:00,SZX,2017-11-01 14:50:00,02:35:00,02:35:00,B5413,738,FALSE,NULL
131,ZH9305,SZX,2017-11-01 20:05:00,CGO,2017-11-01 22:35:00,02:26:00,02:26:00,B5775,738,FALSE,NULL
132,ZH9306,CGO,2017-11-01 09:20:00,SZX,2017-11-01 11:50:00,02:35:00,02:35:00,B5772,738,FALSE,NULL
133,ZH9313,SZX,2017-11-01 20:55:00,HAK,2017-11-01 22:20:00,01:20:00,01:20:00,B5106,739,FALSE,NULL
134,ZH9830,WUX,2017-11-01 15:50:00,CAN,2017-11-01 18:20:00,02:43:00,02:43:00,B5613,738,FALSE,NULL
137,ZH9841,SZX,2017-11-01 07:40:00,NKG,2017-11-01 09:55:00,02:07:00,02:07:00,B1940,738,FALSE,NULL
138,ZH9842,NKG,2017-11-01 11:05:00,SZX,2017-11-01 13:35:00,02:35:00,02:35:00,B1940,738,FALSE,NULL
139,ZH9843,SZX,2017-11-01 08:55:00,NKG,2017-11-01 11:05:00,02:07:00,02:07:00,B5411,738,FALSE,NULL
140,ZH9844,NKG,2017-11-01 12:15:00,SZX,2017-11-01 14:40:00,02:35:00,02:35:00,B5363,738,FALSE,NULL
143,ZH9847,SZX,2017-11-01 12:40:00,NKG,2017-11-01 15:00:00,02:07:00,02:07:00,B5608,738,FALSE,NULL
144,ZH9848,NKG,2017-11-01 16:45:00,SZX,2017-11-01 19:15:00,02:35:00,02:35:00,B5608,738,FALSE,NULL
145,ZH9849,SZX,2017-11-01 17:15:00,NKG,2017-11-01 19:25:00,02:07:00,02:07:00,B5776,738,FALSE,NULL
146,ZH9850,NKG,2017-11-01 20:30:00,SZX,2017-11-01 23:00:00,02:35:00,02:35:00,B5400,738,FALSE,NULL
149,ZH9859,CAN,2017-11-01 07:15:00,NKG,2017-11-01 09:30:00,02:09:00,02:09:00,B1755,738,FALSE,NULL
150,ZH9860,NKG,2017-11-01 10:40:00,CAN,2017-11-01 13:05:00,02:31:00,02:31:00,B1755,738,FALSE,NULL
152,ZH9645,SZX,2017-11-01 17:50:00,KHN,2017-11-01 19:30:00,01:34:00,01:34:00,B7750,738,FALSE,NULL
153,ZH9645,KHN,2017-11-01 20:20:00,CGQ,2017-11-01 23:20:00,03:00:00,03:00:00,B7750,738,FALSE,NULL
154,ZH9646,KHN,2017-11-01 12:20:00,SZX,2017-11-01 14:20:00,01:48:00,01:48:00,B7750,738,FALSE,NULL
155,ZH9646,CGQ,2017-11-01 08:05:00,KHN,2017-11-01 11:30:00,03:25:00,03:25:00,B7750,738,FALSE,NULL
162,ZH9657,CAN,2017-11-01 18:25:00,SHE,2017-11-01 22:10:00,03:45:00,03:45:00,B5612,738,FALSE,NULL
163,ZH9658,SHE,2017-11-01 08:45:00,CAN,2017-11-01 12:55:00,04:10:00,04:10:00,B1518,738,FALSE,NULL
166,ZH9672,CZX,2017-11-01 21:10:00,CAN,2017-11-01 23:30:00,02:20:00,02:20:00,B1939,738,FALSE,NULL
167,ZH9672,HRB,2017-11-01 17:25:00,CZX,2017-11-01 20:25:00,03:00:00,03:00:00,B1939,738,FALSE,NULL
168,ZH9673,CAN,2017-11-01 11:55:00,HRB,2017-11-01 16:30:00,04:35:00,04:35:00,B1939,738,FALSE,NULL
170,ZH9861,CAN,2017-11-01 08:45:00,NKG,2017-11-01 10:55:00,02:09:00,02:09:00,B5363,738,FALSE,NULL
171,ZH9862,NKG,2017-11-01 12:20:00,CAN,2017-11-01 14:35:00,02:31:00,02:31:00,B5411,738,FALSE,NULL
172,ZH9863,CAN,2017-11-01 10:45:00,NKG,2017-11-01 13:05:00,02:09:00,02:09:00,B1973,738,FALSE,NULL
173,ZH9864,NKG,2017-11-01 14:20:00,CAN,2017-11-01 16:40:00,02:31:00,02:31:00,B1973,738,FALSE,NULL
176,ZH9867,CAN,2017-11-01 16:45:00,NKG,2017-11-01 19:15:00,02:09:00,02:09:00,B5400,738,FALSE,NULL
181,ZH9529,WUX,2017-11-01 16:40:00,ZUH,2017-11-01 19:15:00,02:35:00,02:35:00,B5771,738,FALSE,NULL
182,ZH9530,ZUH,2017-11-01 20:05:00,WUX,2017-11-01 22:15:00,02:10:00,02:10:00,B5771,738,FALSE,NULL
183,ZH9531,WUX,2017-11-01 08:15:00,KMG,2017-11-01 11:40:00,03:39:00,03:39:00,B5771,738,FALSE,NULL
184,ZH9532,KMG,2017-11-01 12:45:00,WUX,2017-11-01 15:45:00,02:50:00,02:50:00,B5771,738,FALSE,NULL
185,ZH9541,WUX,2017-11-01 13:20:00,CTU,2017-11-01 16:35:00,03:17:00,03:17:00,B5606,738,FALSE,NULL
186,ZH9542,CTU,2017-11-01 17:50:00,WUX,2017-11-01 20:30:00,02:31:00,02:31:00,B5606,738,FALSE,NULL
187,ZH9543,WUX,2017-11-01 19:40:00,CTU,2017-11-01 23:05:00,03:17:00,03:17:00,B5671,738,FALSE,NULL
188,ZH9544,CTU,2017-11-01 09:05:00,WUX,2017-11-01 11:50:00,02:31:00,02:31:00,B5606,738,FALSE,NULL
191,ZH9547,WUX,2017-11-01 16:00:00,FOC,2017-11-01 17:35:00,01:35:00,01:35:00,B5401,738,FALSE,NULL
192,ZH9548,FOC,2017-11-01 18:35:00,WUX,2017-11-01 20:15:00,01:40:00,01:40:00,B5401,738,FALSE,NULL
193,ZH9549,WUX,2017-11-01 06:50:00,XMN,2017-11-01 08:40:00,02:01:00,02:01:00,B5773,738,FALSE,NULL
194,ZH9550,XMN,2017-11-01 09:40:00,WUX,2017-11-01 11:50:00,01:57:00,01:57:00,B5773,738,FALSE,NULL
195,ZH9557,HHA,2017-11-01 11:50:00,NNG,2017-11-01 13:30:00,01:51:00,01:51:00,B1941,738,FALSE,NULL
196,ZH9675,CAN,2017-11-01 18:25:00,HRB,2017-11-01 22:40:00,04:15:00,04:15:00,B1973,738,FALSE,NULL
197,ZH9676,HRB,2017-11-01 09:00:00,CAN,2017-11-01 13:40:00,04:40:00,04:40:00,B5619,738,FALSE,NULL
198,ZH9557,WUX,2017-11-01 09:00:00,HHA,2017-11-01 10:50:00,02:06:00,02:06:00,B1941,738,FALSE,NULL
199,ZH9558,HHA,2017-11-01 17:00:00,WUX,2017-11-01 18:40:00,01:50:00,01:50:00,B1941,738,FALSE,NULL
200,ZH9558,NNG,2017-11-01 14:30:00,HHA,2017-11-01 15:55:00,01:34:00,01:34:00,B1941,738,FALSE,NULL
201,ZH9561,NKG,2017-11-01 08:20:00,KMG,2017-11-01 11:30:00,03:22:00,03:22:00,B1478,738,FALSE,NULL
202,ZH9562,KMG,2017-11-01 12:40:00,NKG,2017-11-01 15:30:00,02:33:00,02:33:00,B1478,738,FALSE,NULL
204,ZH9113,SZX,2017-11-01 21:25:00,PEK,2017-11-02 00:35:00,03:10:00,03:10:00,B1972,738,FALSE,NULL
205,ZH9114,PEK,2017-11-01 08:10:00,SZX,2017-11-01 11:40:00,03:39:00,03:39:00,B5608,738,FALSE,NULL
206,ZH9121,SZX,2017-11-01 07:25:00,TSN,2017-11-01 10:40:00,03:03:00,03:03:00,B5103,739,FALSE,NULL
207,ZH9122,TSN,2017-11-01 11:45:00,SZX,2017-11-01 15:10:00,03:27:00,03:27:00,B5103,739,FALSE,NULL
208,ZH9123,SZX,2017-11-01 15:20:00,TSN,2017-11-01 18:30:00,03:03:00,03:03:00,B1712,738,FALSE,NULL
209,ZH9124,TSN,2017-11-01 19:45:00,SZX,2017-11-01 23:15:00,03:27:00,03:27:00,B1712,738,FALSE,NULL
210,ZH9157,PEK,2017-11-01 06:20:00,WUX,2017-11-01 08:35:00,02:08:00,02:08:00,B1972,738,FALSE,NULL
211,ZH9158,WUX,2017-11-01 09:35:00,PEK,2017-11-01 11:45:00,02:12:00,02:12:00,B1477,738,FALSE,NULL
218,ZH9167,NNG,2017-11-01 09:20:00,PEK,2017-11-01 12:40:00,03:37:00,03:37:00,B5187,738,FALSE,NULL
219,ZH9168,PEK,2017-11-01 13:45:00,NNG,2017-11-01 17:20:00,03:51:00,03:51:00,B5187,738,FALSE,NULL
224,ZH9213,SZX,2017-11-01 14:35:00,XIY,2017-11-01 17:20:00,03:35:00,03:35:00,B1940,738,FALSE,NULL
225,ZH9214,XIY,2017-11-01 12:35:00,SZX,2017-11-01 15:30:00,02:56:00,02:56:00,B1516,738,FALSE,NULL
232,ZH9605,SZX,2017-11-01 14:15:00,SHE,2017-11-01 18:05:00,03:48:00,03:48:00,B1517,738,FALSE,NULL
233,ZH9606,SHE,2017-11-01 19:05:00,SZX,2017-11-01 23:25:00,04:24:00,04:24:00,B1517,738,FALSE,NULL
234,ZH9082,TPE,2017-11-01 18:35:00,NNG,2017-11-01 21:20:00,02:59:00,02:59:00,B1759,738,TRUE,NULL
241,ZH9095,WUX,2017-11-01 13:10:00,HKG,2017-11-01 15:40:00,02:30:00,02:30:00,B5671,738,TRUE,NULL
242,ZH9096,HKG,2017-11-01 16:50:00,WUX,2017-11-01 19:10:00,02:20:00,02:20:00,B5671,738,TRUE,NULL
243,ZH9097,WUX,2017-11-01 08:40:00,MFM,2017-11-01 11:20:00,03:01:00,03:01:00,B5401,738,TRUE,NULL
244,ZH9098,MFM,2017-11-01 12:30:00,WUX,2017-11-01 14:50:00,02:25:00,02:25:00,B5401,738,TRUE,NULL
251,ZH9107,SZX,2017-11-01 14:45:00,PEK,2017-11-01 18:05:00,03:10:00,03:10:00,B5102,739,FALSE,NULL
252,ZH9108,PEK,2017-11-01 19:15:00,SZX,2017-11-01 22:45:00,03:39:00,03:39:00,B5102,739,FALSE,NULL
254,ZH9127,SZX,2017-11-01 07:55:00,WUH,2017-11-01 09:50:00,01:55:00,01:55:00,B5673,738,FALSE,NULL
255,ZH9127,WUH,2017-11-01 10:50:00,HET,2017-11-01 13:00:00,02:10:00,02:10:00,B5673,738,FALSE,NULL
256,ZH9128,HET,2017-11-01 13:45:00,WUH,2017-11-01 16:05:00,02:20:00,02:20:00,B5673,738,FALSE,NULL
257,ZH9128,WUH,2017-11-01 17:05:00,SZX,2017-11-01 19:20:00,02:15:00,02:15:00,B5673,738,FALSE,NULL
258,ZH9131,SZX,2017-11-01 09:05:00,TYN,2017-11-01 12:20:00,02:51:00,02:51:00,B5105,739,FALSE,NULL
259,ZH9132,TYN,2017-11-01 13:20:00,SZX,2017-11-01 16:15:00,03:01:00,03:01:00,B5105,739,FALSE,NULL
264,ZH9139,SZX,2017-11-01 08:50:00,YCU,2017-11-01 11:40:00,02:50:00,02:50:00,B5380,738,FALSE,NULL
265,ZH9140,YCU,2017-11-01 13:00:00,SZX,2017-11-01 15:45:00,02:45:00,02:45:00,B5380,738,FALSE,NULL
268,ZH9153,PEK,2017-11-01 07:20:00,NTG,2017-11-01 09:30:00,02:10:00,02:10:00,B5400,738,FALSE,NULL
269,ZH9154,NTG,2017-11-01 21:15:00,PEK,2017-11-01 23:20:00,02:05:00,02:05:00,B1973,738,FALSE,NULL
270,ZH9155,PEK,2017-11-01 12:45:00,SYX,2017-11-01 17:05:00,04:20:00,04:20:00,B1477,738,FALSE,NULL
271,ZH9156,SYX,2017-11-01 18:50:00,PEK,2017-11-01 23:10:00,04:20:00,04:20:00,B1477,738,FALSE,NULL
284,ZH9225,CAN,2017-11-01 08:50:00,XIY,2017-11-01 11:40:00,02:50:00,02:50:00,B5317,738,FALSE,NULL
285,ZH9771,CTU,2017-11-01 22:00:00,KHN,2017-11-02 00:10:00,02:05:00,02:05:00,B1936,738,FALSE,NULL
286,ZH9772,KHN,2017-11-01 17:30:00,CTU,2017-11-01 20:00:00,02:40:00,02:40:00,B1936,738,FALSE,NULL
287,ZH9773,KHN,2017-11-01 08:05:00,KMG,2017-11-01 10:35:00,02:30:00,02:30:00,B5362,738,FALSE,NULL
288,ZH9774,KMG,2017-11-01 11:40:00,KHN,2017-11-01 14:00:00,02:20:00,02:20:00,B5362,738,FALSE,NULL
289,ZH9775,KHN,2017-11-01 15:10:00,CKG,2017-11-01 17:15:00,02:11:00,02:11:00,B5362,738,FALSE,NULL
290,ZH9776,CKG,2017-11-01 18:25:00,KHN,2017-11-01 20:00:00,01:38:00,01:38:00,B5362,738,FALSE,NULL
306,ZH9360,HGH,2017-11-01 17:10:00,JJN,2017-11-01 18:30:00,01:20:00,01:20:00,B5377,738,FALSE,NULL
307,ZH9360,JJN,2017-11-01 19:30:00,NNG,2017-11-01 21:40:00,02:10:00,02:10:00,B5377,738,FALSE,NULL
308,ZH9361,NNG,2017-11-01 07:40:00,CTU,2017-11-01 09:40:00,02:00:00,02:00:00,B5378,738,FALSE,NULL
309,ZH9362,CTU,2017-11-01 10:40:00,NNG,2017-11-01 12:30:00,01:55:00,01:55:00,B5378,738,FALSE,NULL
310,ZH9369,NNG,2017-11-01 10:20:00,WUH,2017-11-01 12:10:00,01:55:00,01:55:00,B7749,738,FALSE,NULL
311,ZH9369,WUH,2017-11-01 13:10:00,SHE,2017-11-01 15:50:00,02:38:00,02:38:00,B7749,738,FALSE,NULL
312,ZH9370,WUH,2017-11-01 20:55:00,NNG,2017-11-01 23:00:00,02:22:00,02:22:00,B7749,738,FALSE,NULL
313,ZH9370,SHE,2017-11-01 16:45:00,WUH,2017-11-01 19:55:00,03:18:00,03:18:00,B7749,738,FALSE,NULL
314,ZH9373,NNG,2017-11-01 20:00:00,CKG,2017-11-01 21:45:00,01:42:00,01:42:00,B5440,738,FALSE,NULL
315,ZH9394,DLC,2017-11-01 18:20:00,NKG,2017-11-01 20:10:00,01:53:00,01:53:00,B5860,738,FALSE,NULL
316,ZH9399,NNG,2017-11-01 19:10:00,HFE,2017-11-01 21:30:00,02:20:00,02:20:00,B5187,738,FALSE,NULL
317,ZH9400,HFE,2017-11-01 10:20:00,NNG,2017-11-01 13:10:00,02:50:00,02:50:00,B1479,738,FALSE,NULL
324,ZH9621,SZX,2017-11-01 08:40:00,HRB,2017-11-01 13:05:00,04:00:00,04:00:00,B1711,738,FALSE,NULL
325,ZH9622,HRB,2017-11-01 14:10:00,SZX,2017-11-01 19:10:00,04:20:00,04:20:00,B1711,738,FALSE,NULL
328,ZH9625,SZX,2017-11-01 15:45:00,HRB,2017-11-01 20:20:00,04:00:00,04:00:00,B5690,738,FALSE,NULL
329,ZH9626,HRB,2017-11-01 09:40:00,SZX,2017-11-01 14:40:00,04:20:00,04:20:00,B5690,738,FALSE,NULL
336,ZH9641,SZX,2017-11-01 08:35:00,YNT,2017-11-01 12:00:00,03:25:00,03:25:00,B1938,738,FALSE,NULL
337,ZH9641,YNT,2017-11-01 12:55:00,CGQ,2017-11-01 14:35:00,01:40:00,01:40:00,B1938,738,FALSE,NULL
338,ZH9642,YNT,2017-11-01 18:25:00,SZX,2017-11-01 22:15:00,03:50:00,03:50:00,B1938,738,FALSE,NULL
339,ZH9642,CGQ,2017-11-01 15:25:00,YNT,2017-11-01 17:20:00,01:55:00,01:55:00,B1938,738,FALSE,NULL
352,ZH9729,CGO,2017-11-01 13:50:00,SHE,2017-11-01 16:15:00,02:24:00,02:24:00,B5736,738,FALSE,NULL
353,ZH9729,CKG,2017-11-01 11:10:00,CGO,2017-11-01 12:45:00,01:51:00,01:51:00,B5736,738,FALSE,NULL
354,ZH9730,CGO,2017-11-01 20:40:00,CKG,2017-11-01 22:40:00,02:03:00,02:03:00,B5736,738,FALSE,NULL
355,ZH9730,SHE,2017-11-01 17:05:00,CGO,2017-11-01 19:40:00,02:41:00,02:41:00,B5736,738,FALSE,NULL
368,ZH9751,KHN,2017-11-01 13:25:00,HAK,2017-11-01 15:30:00,02:16:00,02:16:00,B5365,738,FALSE,NULL
369,ZH9751,HRB,2017-11-01 09:00:00,KHN,2017-11-01 12:40:00,03:49:00,03:49:00,B5365,738,FALSE,NULL
370,ZH9752,HAK,2017-11-01 16:30:00,KHN,2017-11-01 18:35:00,02:05:00,02:05:00,B5365,738,FALSE,NULL
371,ZH9752,KHN,2017-11-01 19:25:00,HRB,2017-11-01 22:55:00,03:32:00,03:32:00,B5365,738,FALSE,NULL
372,ZH9753,CGO,2017-11-01 13:15:00,NNG,2017-11-01 15:50:00,02:47:00,02:47:00,B5410,738,FALSE,NULL
373,ZH9753,HRB,2017-11-01 09:05:00,CGO,2017-11-01 12:15:00,03:20:00,03:20:00,B5410,738,FALSE,NULL
374,ZH9754,NNG,2017-11-01 16:40:00,CGO,2017-11-01 19:05:00,02:30:00,02:30:00,B5410,738,FALSE,NULL
375,ZH9754,CGO,2017-11-01 20:05:00,HRB,2017-11-01 22:55:00,02:48:00,02:48:00,B5410,738,FALSE,NULL
380,ZH9759,LYI,2017-11-01 12:35:00,NGB,2017-11-01 14:20:00,01:45:00,01:45:00,B5615,738,FALSE,NULL
381,ZH9759,HRB,2017-11-01 09:20:00,LYI,2017-11-01 11:50:00,02:30:00,02:30:00,B5615,738,FALSE,NULL
382,ZH9760,LYI,2017-11-01 18:30:00,HRB,2017-11-01 20:50:00,02:20:00,02:20:00,B5615,738,FALSE,NULL
383,ZH9760,NGB,2017-11-01 16:00:00,LYI,2017-11-01 17:40:00,01:40:00,01:40:00,B5615,738,FALSE,NULL
388,ZH9242,NNG,2017-11-01 07:00:00,NTG,2017-11-01 09:40:00,02:40:00,02:40:00,B5357,738,FALSE,NULL
389,ZH9243,NTG,2017-11-01 10:25:00,HRB,2017-11-01 13:55:00,03:30:00,03:30:00,B5357,738,FALSE,NULL
390,ZH9244,HRB,2017-11-01 15:30:00,NTG,2017-11-01 18:20:00,02:50:00,02:50:00,B5357,738,FALSE,NULL
404,ZH9801,SZX,2017-11-01 07:05:00,WUX,2017-11-01 09:25:00,02:16:00,02:16:00,B5607,738,FALSE,NULL
405,ZH9802,WUX,2017-11-01 10:15:00,SZX,2017-11-01 12:50:00,02:45:00,02:45:00,B1972,738,FALSE,NULL
406,ZH9803,SZX,2017-11-01 09:05:00,WUX,2017-11-01 11:25:00,02:16:00,02:16:00,B5671,738,FALSE,NULL
407,ZH9804,WUX,2017-11-01 12:15:00,SZX,2017-11-01 15:00:00,02:45:00,02:45:00,B5607,738,FALSE,NULL
408,ZH9374,CKG,2017-11-01 08:40:00,NNG,2017-11-01 10:30:00,01:44:00,01:44:00,B5440,738,FALSE,NULL
409,ZH9377,NNG,2017-11-01 11:55:00,CGO,2017-11-01 14:20:00,02:30:00,02:30:00,B5440,738,FALSE,NULL
410,ZH9378,CGO,2017-11-01 15:20:00,NNG,2017-11-01 18:10:00,02:47:00,02:47:00,B5440,738,FALSE,NULL
411,ZH9381,NNG,2017-11-01 09:00:00,NKG,2017-11-01 11:10:00,02:24:00,02:24:00,B5379,738,FALSE,NULL
412,ZH9381,NKG,2017-11-01 12:15:00,CGQ,2017-11-01 14:45:00,02:36:00,02:36:00,B5379,738,FALSE,NULL
413,ZH9382,NKG,2017-11-01 19:45:00,NNG,2017-11-01 22:45:00,02:58:00,02:58:00,B5379,738,FALSE,NULL
414,ZH9382,CGQ,2017-11-01 16:05:00,NKG,2017-11-01 18:35:00,02:44:00,02:44:00,B5379,738,FALSE,NULL
415,ZH9385,NNG,2017-11-01 19:40:00,NKG,2017-11-01 21:50:00,02:24:00,02:24:00,B5360,738,FALSE,NULL
416,ZH9386,NKG,2017-11-01 16:05:00,NNG,2017-11-01 18:50:00,02:58:00,02:58:00,B5360,738,FALSE,NULL
417,ZH9391,HHA,2017-11-01 15:50:00,TNA,2017-11-01 17:50:00,02:00:00,02:00:00,B1479,738,FALSE,NULL
418,ZH9391,NNG,2017-11-01 13:20:00,HHA,2017-11-01 14:40:00,01:34:00,01:34:00,B1479,738,FALSE,NULL
419,ZH9392,HHA,2017-11-01 22:05:00,NNG,2017-11-01 23:45:00,01:51:00,01:51:00,B1479,738,FALSE,NULL
420,ZH9392,TNA,2017-11-01 18:50:00,HHA,2017-11-01 21:05:00,02:15:00,02:15:00,B1479,738,FALSE,NULL
421,ZH9393,NNG,2017-11-01 09:40:00,NKG,2017-11-01 11:55:00,02:24:00,02:24:00,B5860,738,FALSE,NULL
422,ZH9393,NKG,2017-11-01 12:55:00,DLC,2017-11-01 14:55:00,01:43:00,01:43:00,B5860,738,FALSE,NULL
423,ZH9394,NKG,2017-11-01 21:15:00,NNG,2017-11-02 00:05:00,02:58:00,02:58:00,B5860,738,FALSE,NULL
424,ZH9897,SZX,2017-11-01 20:15:00,HFE,2017-11-01 22:30:00,02:05:00,02:05:00,B5773,738,FALSE,NULL
425,ZH9898,HFE,2017-11-01 23:25:00,SZX,2017-11-02 01:55:00,02:27:00,02:27:00,B5773,738,FALSE,NULL
430,ZH9903,SZX,2017-11-01 11:30:00,TNA,2017-11-01 14:25:00,02:46:00,02:46:00,B1935,738,FALSE,NULL
431,ZH9909,SZX,2017-11-01 20:15:00,WNZ,2017-11-01 22:00:00,01:39:00,01:39:00,B5103,739,FALSE,NULL
